Clover ID,Name,Alternate Name,Description,Price,Price Type,Price Unit,Cost,Product Code,SKU,Quantity,Hidden?,Default tax rates?,Non-revenue item?,Printer Labels,Modifier Groups,Categories,Tax Rates,Variant Attribute,Variant Option
FDGXKEGZSPRGG,Deschutes: Jubelale Winter Ale 12 oz / 6 pk Bottles (BBD),,,$16.09,Fixed,,$10.35,763176800064,120325,2,No,No,No,Beer,,Alcohol - Beers,Processing Charge,,
,,,,,,,,,,,,,,,,,Alcohol Tax,,
6MFWEQWSHH1R4,Flying Dog: Double Dog - Double IPA 12 oz / 6 Pk Bottles (PBD),,,$17.99,Fixed,,$11.78,786243560005,786243560005,3,No,No,No,Beer,,Alcohol - Beers,Processing Charge,,
,,,,,,,,,,,,,,,,,Alcohol Tax,,
515TXMB0Q1NY2,Denizens: Animal - Hazy IPA 12 oz / 6 pk Cans (WZD),,,$14.49,Fixed,,$9.27,857733006140,,2,No,No,No,Beer,,Alcohol - Beers,Processing Charge,,
,,,,,,,,,,,,,,,,,Alcohol Tax,,
WXDH66PGP3D9M,First State: Circle Theory - Hazy IPA 12 oz / 6 pk Cans (OBD),,,$15.69,Fixed,,$9.93,196852072309,196852072309,4,No,No,No,Beer,,Alcohol - Beers,Processing Charge,,
,,,,,,,,,,,,,,,,,Alcohol Tax,,
VE32SY41MFH5W,Mocktail Club: Havana Twist 12 oz Can (RFD),,,$4.29,Fixed,,$2.68,869280000311,274101,5,No,Yes,No,,,Drinks - Soda,,,
EKAYQTKEZP1R2,Frito Lay: Grandma's Vanilla Cream Sandwich Cream Cookies 3.24 Oz,,,$2.09,Fixed,,$1.19,028400260343,26034,17,No,Yes,No,,,Snacks,,,
5J0P0PGTQT072,Homestead Creamery: Blueberry Cheesecake Ice Cream 14 oz Tub (RFD),,,$7.29,Fixed,,$4.20,875252008025,590121,10,No,Yes,No,,,Ice Cream Products,,,
DXQ8691CXQBS6,Everfresh: Orange Juice - Pure 100% 32 oz Bottle (SSD),,,$5.08,Fixed,,$3.08,076737109026,076737109026,6,No,Yes,No,,,Drinks - Juice,,,
GXMS4EQAXS98T,Tampax: Tampons - Regular 10 ct Box (KUD),,,$5.89,Fixed,,$3.25,073010214095,,4,No,Yes,No,,,Hygiene Products,,,
VAMP3YC70MWBM,Nightingale: Chocolate French Roast Ice Cream Sandwich 5.1 oz pk (RFD),,,$4.99,Fixed,,$3.16,860001901092,609164,8,No,Yes,No,,,Ice Cream Products,,,
0PYEJVXZJNZAC,Snyder's: Mini Pretzels 3.5 oz Bag (CGD),,,$1.99,Fixed,,$1.00,077975022313,631838,5,No,Yes,No,,,Snacks,,,
QN3EB3ADQ5N9W,Brisk: Iced Tea Strawberry 1 Lt Bottle (PCD),,,$1.99,Fixed,,$1.13,012000161230,012000161230,31,No,Yes,No,,,Drinks - Soda,,,
0QPZ8HQFPYZGM,Wizard: Vanilla Papaya - Odor Neutralizer & Air Freshener 10 oz Can (DGD),,,$3.39,Fixed,,$1.33,850007395858,,1,No,Yes,No,,,Hygiene Products,,,
0TAFWV6XRC6HY,Zyn: Winter Green  6 mg 2 Disk (CTD),,,$11.99,Fixed,,$6.82,609249903020,,,No,No,No,,,Tobacco - OTP,Processing Charge,,
,,,,,,,,,,,,,,,,,Tobacco Tax,,
YGDKBNMN5A5SY,Teapigs: Tea Green w Mint 15 ct Box (RFD),,,$10.99,Fixed,,$6.79,814910010079,814910010079,2,No,Yes,No,,,Drinks - Energy / Coffee / Tea / Dairy Free,,,
DC1HF71NX1T6M,Vuse Alto: Device Power Unit Kit (CTD),,,$12.49,Fixed,,$7.56,849205018591,261578,1,No,No,No,,,Vape Device,Processing Charge,,
,,,,,,,,,,,,,,,,,Vape Device Tax,,
N5X10HJKDR0H8,Greenbrier: Dish Detergent Pacs 10 ct Pk (DGD),,,$2.99,Fixed,,$1.25,639277005809,,5,No,Yes,No,,,Hygiene Products,,,
X38PE4RD8FB8A,Downy Fabric Conditioner 10 oz Bottle (DGD),,,$3.39,Fixed,,$1.25,037000524014,037000524014,4,No,No,No,,,Household - Cleaning Supplies,Processing Charge,,
,,,,,,,,,,,,,,,,,Retail Tax,,
N0Q3YW1CTCZ7E,Air Heads: Sourfuls Rainbow Berry 6 oz Bag (CGD),,,$3.49,Fixed,,$2.09,073390009137,396010,4,No,Yes,No,,,Snacks - Candy,,,
KZ8AEMZHSZXB2,Hershey's: Popped Snack Mix 4 oz Bag (CGD),,,$3.99,Fixed,,$2.12,034000254026,648626,,No,Yes,No,,,Snacks,,,
CE9R5Q4B0B188,Hershey's: Reese's Popped Snack Mix 4 oz Bag (CGD),,,$3.69,Fixed,,$1.92,034000254019,648618,,No,Yes,No,,,Snacks,,,
1688MMQSBA6FY,Mondelez: Sour Patch Kids - Big Heads 8 oz Bag (CGD),,,$3.49,Fixed,,$1.91,070462005172,314898,,No,Yes,No,,,Snacks - Candy,,,
DSTZPJGQAQD5G,Planters:Hot & Spicy Cashews 2.25 oz Bag (CGD),,,$2.99,Fixed,,$1.54,029000025813,650440,,No,Yes,No,,,Snacks - Nuts,,,
54MDDZG5WDWEM,Pringles: Ranch Chips 5.5 oz Box (CGD),,,$3.99,Fixed,,$2.84,038000138720,741694,,No,Yes,No,,,Snacks - Chips,,,
2ZVPC8KD11P6R,Skittles: Original Fruit Bite Size Candies 7.2 oz Bag (CGD),,,$3.39,Fixed,,$1.98,040000140924,040000140924,,No,Yes,No,,,Snacks - Candy,,,
2QXM53BW870P0,Swedish Fish: Tails 8 oz Bag (CGD),,,$3.79,Fixed,,$12.07,070462005226,314088,,No,Yes,No,,,Snacks - Candy,,,
K26HK60G569DE,General Mills: Fruit Gushers - Rasp Stra 4.25 oz Bag (CGD),,,$3.39,Fixed,,$1.67,016000515284,395962,5,No,Yes,No,,,Snacks - Candy,,,
Q1SENJQ1G3G1G,Frito Lay: Tostitos - Original Restaurant Style 12 oz Bag,,,$5.99,Fixed,,$4.41,195464229545,028400589864,,No,Yes,No,,,Snacks - Chips,,,
EPN42VKT3M1ZM,Menage A Trois: Cabernet Sauvignon 750 ml Bottle (RND),,,$14.49,Fixed,,$9.35,099988071140,099988071140,9,No,No,No,Wine,,Alcohol - Wines,Processing Charge,,
,,,,,,,,,,,,,,,,,Alcohol Tax,,
NSGR63EVF34QC,Campbell's: Spaghetti O's & Meatballs 15.6 oz Can (SGD),,,$1.59,Fixed,,$0.95,051000233141,980170407,,No,Yes,No,,,Groceries - Boxed / Canned,,,
JE6T7PVJ9JZ7P,Marlboro: Menthol Box 100's Pk (CTD),,,$15.49,Fixed,,$13.46,02836425,02836425,3,No,No,No,Cigarettes,,Tobacco - Cigarettes,Processing Charge,,
,,,,,,,,,,,,,,,,,Tobacco Tax,,
E7AB0FNXQ4BGT,101 North Winery: Chardonnay 750 ml Bottle (WZD),,,$7.99,Fixed,,$4.55,083120011279,550001,7,No,No,No,Wine,,Alcohol - Wines,Processing Charge,,
,,,,,,,,,,,,,,,,,Alcohol Tax,,
6ACPGK31HP17A,19 Crimes: Hard Chard 750 ml Bottle (RND),,,$11.99,Fixed,,$7.33,012354001947,012354001947,5,No,No,No,Wine,,Alcohol - Wines,Processing Charge,,
,,,,,,,,,,,,,,,,,Alcohol Tax,,
EAJJ8XEHFJMSW,1623 Brewing: IPA 12 oz / 6 pk Cans (WZD),,,$13.49,Fixed,,$8.50,850000079007,850000079007,,No,No,No,Beer,,Alcohol - Beers,Processing Charge,,
,,,,,,,,,,,,,,,,,Alcohol Tax,,
C7F1RTB5NMGXY,19 Crimes: Red Blend Wine 750 ml Bottle (RND),,,$12.99,Fixed,,$8.00,012354000995,782805,6,No,No,No,Wine,,Alcohol - Wines,Processing Charge,,
,,,,,,,,,,,,,,,,,Alcohol Tax,,
BGQVH6BX584EC,19 Crimes: Sauvignon Blanc 750 ml Bottle (RND),,,$13.99,Fixed,,$8.67,089819723560,089819723560,12,No,No,No,Wine,,Alcohol - Wines,Processing Charge,,
,,,,,,,,,,,,,,,,,Alcohol Tax,,
GSGBFR1JW561M,Abras: Malbec 750 ml Bottle (BBD),,,$18.99,Fixed,,$12.00,7798119110286,7798119110286,2,No,No,No,Wine,,Alcohol - Wines,Processing Charge,,
,,,,,,,,,,,,,,,,,Alcohol Tax,,
AEZWZF23KYZR4,Fre: Cabernet Sauvignon - Non Alcohol 750 ml Bottle (RND),,,$11.99,Fixed,,$7.35,08516123,,17,No,No,No,Wine,,Alcohol - Wines,Processing Charge,,
,,,,,,,,,,,,,,,,,Alcohol Tax,,
9HTHX1KJFYWEY,Fre: Chardonnay - Non Alcohol 750 ml Bottle (RND),,,$11.99,Fixed,,$7.35,08510129,,11,No,No,No,Wine,,Alcohol - Wines,Processing Charge,,
,,,,,,,,,,,,,,,,,Alcohol Tax,,
XDTE9ZE2VTMHT,Ronson: Multi-Fill Butane Fuel 135 ml Can (KUD),,,$5.49,Fixed,,$2.99,037900991442,,9,No,No,No,,,Household - General Products,Processing Charge,,
,,,,,,,,,,,,,,,,,Retail Tax,,
252ZZ6QBP8TM4,Frito Lay: Grandma's Peanut Butter  Sandwich Cream Cookies 3.24 Oz,,,$2.09,Fixed,,$1.19,028400260725,00025018,18,No,Yes,No,,,Snacks,,,
CHY6370BEBZAY,Frito Lay: Lay's - Classic Original Chips 8 oz Bag,,,$4.99,Fixed,,$3.68,028400516310,028400147392,,No,Yes,No,,,Snacks - Chips,,,
H5NHX7BGTVQ48,Vuse Alto: Menthol Pods 5% 4 Pk (CTD),,,$32.99,Fixed,,$20.54,849205023458,263491,7,No,No,No,,,Vape Liquid,Processing Charge,,
,,,,,,,,,,,,,,,,,Vape Juice Tax,,
XXQ8DYM38RCCJ,Wrigley's: Watermelon Prism Gum 15 ct pk (CGD),,,$2.39,Fixed,,$1.36,022000116024,379305,11,No,Yes,No,,,Hygiene Products,,,
6SGH18TH7TVFM,Jack Link's: Sweet & Hot Beef Jerky 3.25 oz pk (CGD),,,$9.99,Fixed,,$5.67,017082883889,647446,,No,Yes,No,,,Meats & Poultry,,,
ZMSF4F97CJFAT,Ice Breakers: Spearmint Mints 1.5 oz pk (CGD),,,$3.69,Fixed,,$2.21,03400607,385765,10,No,Yes,No,,,Snacks - Candy,,,
JA3NV4KK4QPQ6,Mentos: Chewy Mint - Mixed Fruit 1.32 oz Roll (CGD),,,$1.69,Fixed,,$0.97,073390000165,371963,21,No,Yes,No,,,Snacks - Candy,,,
BYDD8PWMSQDGC,Mentos: Chewy Mint - Cinnamon Fresh 1.32 oz Roll (CGD),,,$1.69,Fixed,,$0.97,073390000141,371971,17,No,Yes,No,,,Snacks - Candy,,,
VFHKFS9FVJVJT,Mentos: Chewy Mint - Green Apple 1.32 oz Roll (CGD),,,$1.69,Fixed,,$0.96,073390001834,073390001834,18,No,Yes,No,,,Snacks - Candy,,,
A3MY480R5RKYC,Air Heads: Xtremes - Bluest Raspberry 2 oz pk (CGD),,,$1.99,Fixed,,$1.01,073390008277,305102,3,Yes,Yes,No,,,Snacks - Candy,,,
DHTECDHJ2T51Y,RXBAR: Chocolate Sea Salt 1.83 oz Protein Bar (CGD),,,$3.09,Fixed,,$1.80,857777004232,650283,12,No,Yes,No,,,Snacks,,,
XJ32AHYQ6VHDA,RXBAR: Peanut Butter Chocolate 1.83 oz Protein Bar (CGD),,,$3.09,Fixed,,$1.81,857777004683,650309,15,No,Yes,No,,,Snacks,,,
BY88H1VA222FM,Combos: Cheddar Cheese Cracker 6.3 oz Bag (CGD),,,$3.79,Fixed,,$2.04,041419420072,638729,3,Yes,Yes,No,,,Snacks,,,
SSGPTCJ0VTJ6C,Copa di Vino: Cabernet Sauvignon 187 ml Bottle (WZD),,,$3.99,Fixed,,$2.32,890128001214,86319,25,No,No,No,Wine,,Alcohol - Wines,Processing Charge,,
,,,,,,,,,,,,,,,,,Alcohol Tax,,
ZMGG5P0TAZDHA,Magnum: Almond Ice Cream Bar 3.38 oz (GPD),,,$4.39,Fixed,,$2.65,077567132819,105144104,20,No,Yes,No,,,Ice Cream Products,,,
6Z0QDRYW32K48,Little Debbie: Starcruch Ice Cream Pint Tub (GPD),,,$4.99,Fixed,,$3.00,850034580081,179130107,6,No,Yes,No,,,Ice Cream Products,,,
E4SQYFT7QTC6C,Sutter Home: Pink Moscato 4/187 ml Bottles Pack (RND),,,$9.99,Fixed,,$6.32,085200118830,,6,No,No,No,Wine,,Alcohol - Wines,Processing Charge,,
,,,,,,,,,,,,,,,,,Alcohol Tax,,
55Y1RXKAVPDWJ,Haribo: The Smurfs 4 oz Bag (CGD),,,$2.99,Fixed,,$1.30,042238305007,385773,1,No,Yes,No,,,Snacks - Candy,,,
EZ03JZT5N6JP4,American Licorice: Sour Punch - Blue Raspberry Bites 5 oz Bag (CGD),,,$2.99,Fixed,,$1.30,041364087306,315937,5,No,Yes,No,,,Snacks - Candy,,,
P19CADDE10RK8,Haribo: Funtastic Mix Gummies  5 oz Bag (CGD),,,$2.99,Fixed,,$1.30,042238723641,309203,4,No,Yes,No,,,Snacks - Candy,,,
VBNBHN4B1SB34,Air Heads: Bites - Blue Raspberry 6 oz Bag (CGD),,,$3.49,Fixed,,$2.09,073390009243,305110,4,No,Yes,No,,,Snacks - Candy,,,
A6RQ7HS7H1T04,Air Heads: Bites - Original Fruit 6 oz Bag (CGD),,,$3.49,Fixed,,$2.09,073390014490,393314,2,No,Yes,No,,,Snacks - Candy,,,
1X6A4H2X0ZD2Y,Air Heads: Bites - Paradise Blends 6 oz Bag (CGD),,,$3.49,Fixed,,$2.09,073390010980,305086,2,No,Yes,No,,,Snacks - Candy,,,
J8S3Q0HZ7TWN8,Mondelez: Sour Patch Kids - Watermelon 8 oz Bag (CGD),,,$3.99,Fixed,,$2.31,070462036008,314922,3,No,Yes,No,,,Snacks - Candy,,,
MQ8P2B4EPN724,Mondelez: Sour Patch Kids - Blue Raspberry 8 oz Bag (CGD),,,$3.99,Fixed,,$2.31,070462007794,314880,4,No,Yes,No,,,Snacks - Candy,,,
3728PDNS1J3P8,Skittles: Wild Berry Gummies 5.8 oz Bag (CGD),,,$3.39,Fixed,,$1.99,022000285966,307587,1,No,Yes,No,,,Snacks - Candy,,,
0EMWDZN19GYRT,Starburst: Sour Gummies 5 oz Bag (CGD),,,$3.69,Fixed,,$2.24,022000298492,316505,6,No,Yes,No,,,Snacks - Candy,,,
BFJN8QE4ZYMFT,Jolly Rancher: Gummie Sours 6.5 oz Bag (CGD),,,$3.79,Fixed,,$2.11,010700557100,313999,3,No,Yes,No,,,Snacks - Candy,,,
G2SHCJATZS7AE,Skittles: Sour Gummies 5.8 oz Bag (CGD),,,$3.69,Fixed,,$1.99,022000289735,310540,4,No,Yes,No,,,Snacks - Candy,,,
SMSH0XNR55MBY,Snyder's: Pretzel Sticks 3.5 oz Bag (CGD),,,$2.29,Fixed,,$1.00,077975093931,646430,6,No,Yes,No,,,Snacks,,,
SRK4JKH121WPM,General Mills: Chex Mix Cheddar Mix Blend 4.5 oz Bag (CGD),,,$3.49,Fixed,,$2.03,016000215535,660811,10,No,Yes,No,,,Snacks,,,
76197WB7T7T7Y,General Mills: Bugles Ranch 3 oz Bag (CGD),,,$3.09,Fixed,,$1.78,016000512580,643684,6,No,Yes,No,,,Snacks - Chips,,,
BH6B1GRJH229J,Combos: Nacho Cheese Pretzel 6.3 oz Bag (CGD),,,$3.79,Fixed,,$2.22,040000584933,656066,3,No,Yes,No,,,Snacks,,,
9YY6Z71RWGR9T,Combos: Pizzeria Pretzel 6.3 oz Bag (CGD),,,$3.79,Fixed,,$2.22,041419420065,638718,2,No,Yes,No,,,Snacks,,,
GTS3SX5W2FWSW,Combos: Cheddar Cheese Pretzel 6.3 oz Bag (CGD),,,$3.79,Fixed,,$2.22,041419420058,638734,3,No,Yes,No,,,Snacks,,,
MMQG2NPG6KN7R,Planters: Honey Roasted Peanuts 6 oz Bag (CGD),,,$2.99,Fixed,,$1.44,029000012578,629246,1,No,Yes,No,,,Snacks - Nuts,,,
RAJMXVYZ5VWF2,Planters: Honey Roasted Cashews 3 oz Bag (CGD),,,$2.99,Fixed,,$1.73,029000074491,332023,4,No,Yes,No,,,Snacks - Nuts,,,
XF61JWNBENA4G,Planters: Salted Peanuts 6 oz Bag (CGD),,,$2.99,Fixed,,$1.44,029000012585,629238,2,No,Yes,No,,,Snacks - Nuts,,,
6TN6SFQ0N3WZR,Planters: Honey Roasted Cashews 1.5 oz Bag (CGD),,,$1.99,Fixed,,$1.05,029000075399,332064,9,No,Yes,No,,,Snacks - Nuts,,,
XGPR2DP98284M,Planters: Salted Cashews 1.5 oz Bag (CGD),,,$1.99,Fixed,,$1.05,029000075382,606913,3,No,Yes,No,,,Snacks - Nuts,,,
0NVG604407CD6,Uncle Eds: Peach Rings 2.25 oz Bag (CGD),,,$1.19,Fixed,,$0.67,850007286958,388066,3,No,Yes,No,,,Snacks - Candy,,,
CHSD8B1AKKS86,Uncle Eds: Strawberry Puffs 2.25 oz Bag (CGD),,,$1.29,Fixed,,$0.67,851458001435,317826,14,No,Yes,No,,,Snacks - Candy,,,
YSV6ZYBW0Z1S8,Planters: Nuts & Choclate Trail Mix 1.7 oz Bag (CGD),,,$1.49,Fixed,,$0.83,029000074460,615369,8,No,Yes,No,,,Snacks - Nuts,,,
1Z9ZFVPM93KGG,David: Sunflower Seeds - Jumbo Cracked Pepper 5.25 oz Bag (CGD),,,$2.99,Fixed,,$1.59,026200238913,642694,4,No,Yes,No,,,Snacks - Nuts,,,
XTKRW2ESCEC9A,Planters: Salted Dry Roasted Peanuts 6 oz Bag (CGD),,,$2.99,Fixed,,$1.43,029000015449,634824,3,No,Yes,No,,,Snacks - Nuts,,,
X9KHJ7T5XZTSG,Planters: Honey Roasted Peanuts 1.75 oz Pre-Priced Bag (CGD),,,$0.69,Fixed,,$0.38,029000022133,647701,4,No,Yes,No,,,Snacks - Nuts,,,
34NR3RAV40VKT,Chef Boyardee: Beef Ravioli 7.5 oz Can (CGD),,,$2.89,Fixed,,$1.86,064144047093,711275,10,No,Yes,No,,,Groceries - Boxed / Canned,,,
6MVR2TXW962VY,Chef Boyardee: Beefaroni 7.5 oz Can (CGD),,,$2.89,Fixed,,$1.86,064144047024,711283,10,No,Yes,No,,,Groceries - Boxed / Canned,,,
X1RJVGZV5DDBY,Chef Boyardee: Lasagna 7.5 oz Can (CGD),,,$3.19,Fixed,,$1.84,064144047307,711267,4,No,Yes,No,,,Groceries,,,
RVFKEFEAQAACE,General Mills: Honey Nut Cheerios Cereal 1.8 oz Cup (CGD),,,$2.49,Fixed,,$1.35,016000141551,620757,3,No,Yes,No,,,Groceries - Boxed / Canned,,,
48YVKHAT5WXT4,General Mills: Cinnamon Toast Crunch Cereal 2 oz Cup (CGD),,,$2.49,Fixed,,$1.35,016000141544,620765,4,No,Yes,No,,,Groceries - Cereal,,,
Q5KSVD9ZKJBNW,General Mills: Lucky Charms Cereal 1.7 oz Cup (CGD),,,$2.49,Fixed,,$1.35,016000141568,620773,5,No,Yes,No,,,Groceries - Cereal,,,
W5TM6SFAD0JY2,Kelloggs: Frosted Flakes Of Corn Cereal 2.1 oz Cup (CGD),,,$2.69,Fixed,,$1.29,038000635700,617464,5,No,Yes,No,,,Groceries - Cereal,,,
A00W4A741W50Y,General Mills: Cheerios Whole Grain Oat Cereal 1.3 oz Cup (CGD),,,$2.49,Fixed,,$1.38,016000141599,016000141599,5,No,Yes,No,,,Groceries - Cereal,,,
KFY5BQ1PA6358,Nongshim: Hot & Spicy Bowl Noodle Soup 3.03 oz Cup (CGD),,,$2.69,Fixed,,$1.37,031146250103,732016,17,No,Yes,No,,,Groceries - Boxed / Canned,,,
M2QAZ6HYK3A4C,Nongshim: Spicy Shin Noodle Soup Cup 3.03 oz Bowl (CGD),,,$2.69,Fixed,,$1.30,031146262441,732032,11,No,Yes,No,,,Groceries - Boxed / Canned,,,
E904D9T3M8RRJ,Paldo: Hot & Spicy Flavor Noodle Soup 3.03 oz Bowl (CGD),,,$2.29,Fixed,,$1.28,648436100033,724369,3,No,Yes,No,,,Groceries - Boxed / Canned,,,
BBFK5FDZY11BA,Motts: Real Lime Juice 8 oz Bottle (CGD),,,$2.99,Fixed,,$1.86,014800582048,723742,4,No,Yes,No,,,Groceries,,,
MDTVBNKG9WAD0,Ferrara: Laffy Taffy - Grape .81 oz pk (CGD),,,$0.49,Fixed,,$0.30,079200615574,306209,24,No,Yes,No,,,Snacks - Candy,,,
WGWYX3PWZ1ZY6,Morinaga: Hi-Chew Green Apple Candy 1.76 oz pk (CGD),,,$1.69,Fixed,,$0.93,873983000035,303420,15,No,Yes,No,,,Snacks - Candy,,,
0QEW0Q9S6ZR4G,Hostess: Sno Balls with Creamy Filling 3.50 oz pk (CGD),,,$2.69,Fixed,,$1.49,888109010096,644310,3,No,Yes,No,,,Snacks,,,
567VD6ATVE8YT,Hostess: Muffin - Double Chocolate 5.5 oz pk (CGD),,,$2.99,Fixed,,$1.70,888109253691,656157,1,No,Yes,No,,,Snacks,,,
R3VTXT0RSJ5FT,Snickers: Chocolate 1.86 oz Bar (CGD),,,$2.08,Fixed,,$1.19,040000424314,384883,20,No,Yes,No,,,Snacks - Candy,,,
M01BDP9MHQGXW,Hostess: Muffin - Banana Walnut 5.5 oz pk (CGD),,,$2.99,Fixed,,$1.68,888109253790,656132,2,No,Yes,No,,,Snacks,,,
2HQF0K4TAWCXE,Hostess: Donettes Powdered 3 oz pk (CGD),,,$2.69,Fixed,,$1.45,888109050047,642389,10,No,Yes,No,,,Snacks,,,
KQV7M9SBHC7VC,Hostess: Ho-Ho's - Cream Filled Chocolate Cake 3 oz pk (CGD),,,$2.69,Fixed,,$1.51,888109010065,641662,4,No,Yes,No,,,Snacks,,,
N55PE82ZNEP7E,Hostess: Cinnamon Roll Iced 4 oz pk (CGD),,,$2.69,Fixed,,$1.50,888109010164,642421,8,No,Yes,No,,,Snacks,,,
J52XX47CWDWRP,Starbucks: Frappuccino Coffee 13.7 oz (PCD),,,$4.49,Fixed,,$2.70,01218002,012000001802,12,No,Yes,No,,,Drinks - Energy / Coffee / Tea / Dairy Free,,,
E2XHB26R7X186,Pepsi: Diet Original Single 12 oz Can (PCD),,,$0.99,Fixed,,$0.46,01280504,01280504,14,No,Yes,No,,,Drinks - Soda,,,
GT2XEVKWQ2FEY,Pringles: Sour Cream & Onion Chips 2.5 oz Box (CGD),,,$1.99,Fixed,,$1.19,038000845253,639062,9,No,Yes,No,,,Snacks - Chips,,,
TZFN1W167R7Z2,Budweiser:  Light Platinum - Tall Can 25 oz / Single (WZD),,,$2.99,Fixed,,$1.86,018200255434,54219,15,No,No,No,Beer,,Alcohol - Beers,Processing Charge,,
,,,,,,,,,,,,,,,,,Alcohol Tax,,
XNDPHES9Y17AT,Casa Mamita: Taco Seasoning Mix 1 oz pk (ALD),,,$0.99,Fixed,,$0.55,4099100138382,,9,No,Yes,No,,,Groceries - Condiments / Sauces / Spices,,,
G4JAYMM8CVYH2,South Mountain: Vanilla Ice Cream 16 oz Tub (RFD),,,$8.29,Fixed,,$4.92,812813021215,591500,4,No,Yes,No,,,Ice Cream Products,,,
K5S0FT7528P6Y,Everfresh: Ruby Red Grapefruit Juice 16 oz Bottle (SSD),,,$2.89,Fixed,,$1.66,076737122506,,6,No,Yes,No,,,Drinks - Juice,,,
ZT56KNE83E0MA,Swedish Fish: Red Original Soft & Chewy 8 oz Bag (CGD),,,$3.89,Fixed,,$2.31,070462035988,317453,,No,Yes,No,,,Snacks - Candy,,,
086PPEQ48PA7A,Barefoot: Pinot Grigio 750 ml Bottle (BTD),,,$8.49,Fixed,,$5.33,085000014448,9006139,4,No,No,No,Wine,,Alcohol - Wines,Processing Charge,,
,,,,,,,,,,,,,,,,,Alcohol Tax,,
734Z2S6BDAE3E,Mamba: Multi-Flavored Sour 2.8 oz 3-6 pk (CGD),,,$1.89,Fixed,,$1.01,072799055660,072799055660,4,No,Yes,No,,,Snacks - Candy,,,
5W2B22DXGKBRG,Frito Lay: Cheetos - Flaming Hot Crunchy 2 7/8 oz Bag,,,$2.69,Fixed,,$1.88,028400769228,12436600,3,No,Yes,No,,,Snacks - Chips,,,
JPN0EQ9GVGMVW,My Dads: Salt & Balsamic Vinegar Chips 2 oz Bag (RFD),,,$2.09,Fixed,,$1.15,051497414016,137212,11,No,Yes,No,,,Snacks - Chips,,,
6SRDN43X1WN3J,Celeste: Original 4 Cheese Pizza 5.22 oz Pk (WGD),,,$2.69,Fixed,,$1.22,019600050308,019600050308,,No,No,No,,,Frozen Food,Processing Charge,,
,,,,,,,,,,,,,,,,,Retail Tax,,
ZGVWET5H6E9FG,Celeste: Pepperoni Pizza 5 oz Pk (WGD),,,$2.69,Fixed,,$1.22,019600046103,019600046103,2,No,No,No,,,Frozen Food,Processing Charge,,
,,,,,,,,,,,,,,,,,Retail Tax,,
4851K61SC3BJ2,Wrigley's: Extra Classic Bubble Gum 15 ct pk (CGD),,,$2.29,Fixed,,$1.25,02284509,374629,9,No,Yes,No,,,Hygiene Products,,,
YRXFB61AXFSZA,Phone: USB iPhone Charging Cable 1 Unit (KUD),,,$12.00,Fixed,,$2.75,222201333019,222201333019,2,No,No,No,,,Household - General Products,Processing Charge,,
,,,,,,,,,,,,,,,,,Non Taxable,,
N53DPHD7ESJFM,Keebler: Toast & Peanut Butter 1.8 oz pk (CGD),,,$1.29,Fixed,,$0.61,030100125181,357798,5,No,Yes,No,,,Snacks,,,
GSE28AE9CFEQT,Brisk: Lemon Tea 1 Lt Bottle (PCD),,,$1.99,Fixed,,$1.13,012000202384,012000202384,34,No,Yes,No,,,Drinks - Soda,,,
CSK40Y121N4SE,Linganore: Skipjack - Sweet White 750 ml Bottle (RND),,,$18.49,Fixed,,$11.69,785206001098,,4,No,No,No,Wine,,Alcohol - Wines,Processing Charge,,
,,,,,,,,,,,,,,,,,Alcohol Tax,,
A71DX46AQGSVG,Banfi: Chianti Classico 750 ml Bottle (RND),,,$19.99,Fixed,,$12.66,080516160856,080516160856,15,No,No,No,Wine,,Alcohol - Wines,Processing Charge,,
,,,,,,,,,,,,,,,,,Alcohol Tax,,
6WHZM4JVZNFC0,Bota Box: Pinot Grigio 3 L Box (RND),,,$25.99,Fixed,,$16.69,082242013253,247000,7,No,No,No,Wine,,Alcohol - Wines,Processing Charge,,
,,,,,,,,,,,,,,,,,Alcohol Tax,,
3639D881KKJVP,Daou: Rose 750 ml Bottle (RND),,,$21.99,Fixed,,$14.69,850008182020,6152358,12,Yes,No,No,Wine,,Alcohol - Wines,Processing Charge,,
,,,,,,,,,,,,,,,,,Alcohol Tax,,
NW70Y88YQW52J,Teapigs: Tea English Breakfast 15 ct Box (RFD),,,$10.99,Fixed,,$6.79,814910010000,814910010000,,No,Yes,No,,,Drinks - Energy / Coffee / Tea / Dairy Free,,,
RP3F97Y15DR0R,Stonemill: Crushed Red Pepper 1.5 oz Bottle (ALD),,,$1.99,Fixed,,$0.79,4099100169294,4099100035681,2,No,Yes,No,,,Groceries - Condiments / Sauces / Spices,,,
DQEQF2AP8KAM0,Alamos: Malbec 750 ml Bottle (BTD),,,$13.49,Fixed,,$8.66,085000018194,2364842,3,No,No,No,Wine,,Alcohol - Wines,Processing Charge,,
,,,,,,,,,,,,,,,,,Alcohol Tax,,
NR0VVAY7KCG0M,Mars: Snickers Mini Pieces 4.4 oz Bag (CGD),,,$4.19,Fixed,,$2.43,040000015024,313072,2,No,Yes,No,,,Snacks - Candy,,,
QJP8J2FYZVTP4,Great Gherkin: Sweet Relish 16 oz Bottle (ALD),,,$3.59,Fixed,,$1.89,4099100115277,,5,No,Yes,No,,,Groceries,,,
