Clover ID,Name,Alternate Name,Description,Price,Price Type,Price Unit,Cost,Product Code,SKU,Quantity,Hidden?,Default tax rates?,Non-revenue item?,Printer Labels,Modifier Groups,Categories,Tax Rates,Variant Attribute,Variant Option
ZA4YBQPWAHZTE,5-Hour Energy: Berry - Regular Strenght 1.93 oz Bottle (CGD),,,$3.69,Fixed,,$1.67,719410500016,719410500016,20,No,Yes,No,,,Drinks - Energy / Coffee / Tea / Dairy Free,,,
S89VSHAMD71C0,Trolli: Sour Brite - Octopus 4.25 oz Bag (CGD),,,$2.99,Fixed,,$1.46,020709012319,380063,1,No,Yes,No,,,Snacks - Candy,,,
B3Y92Z1B95BG6,Calypso: Original Lemonade 16 oz Bottle (SSD),,,$2.89,Fixed,,$1.62,079581184003,079581184003,11,No,Yes,No,,,Drinks - Juice,,,
SD2EVCZP1CQD6,Mrs. Freshley: Oreo Brownie 3 oz Pk (CGD),,,$2.99,Fixed,,$1.74,072250051071,635938,8,No,Yes,No,,,Snacks,,,
F051RG79CW4PJ,Nissin: Chow Mein - Shrimp Flavor 4 oz Pk (CGD),,,$2.49,Fixed,,$1.38,070662087220,727370,,Yes,Yes,No,,,Groceries - Boxed / Canned,,,
M6S3QFQWZQXJP,Greenbrier: Laundry Detergent Pods 3.15 oz Bag (DGD),,,$2.99,Fixed,,$1.33,081357101749,,,No,Yes,No,,,Household - Cleaning Supplies,,,
HBAWNBYBXCT2T,Arm & Hammer: Deodorant Towellettes 1 pk (DGD),,,$3.29,Fixed,,$1.33,815195018460,,,No,Yes,No,,,,,,
M99PFJ5Z1PZRR,Mocktail Club: Capri Spritz 12 oz Can (RFD),,,$4.29,Fixed,,$2.68,869280000328,869280000328,3,No,Yes,No,,,Drinks - Soda,,,
Q41DSF06G4AT0,Calypso: Triple Melon Lemonade 16 oz Bottle (SSD),,,$2.99,Fixed,,$1.62,079581184072,079581184072,14,No,Yes,No,,,Drinks - Juice,,,
HP5R86G98PQ6E,Frito Lay: Cheetos - Cheddar Jalapeno 3 1/4 oz Bag,,,$2.69,Fixed,,$1.88,028400329484,11514100,,No,Yes,No,,,Snacks - Chips,,,
4D45YVAR1MX64,Frito Lay: Cheetos - Crunchy Flaming Hot Limon Flavor 3 1/4 oz Bag,,,$2.69,Fixed,,$1.88,028400329507,32950,,No,Yes,No,,,Snacks - Chips,,,
V2K6DK0PRJY26,Frito Lay: Cheetos - Flamin' Hot 3 1/4 oz Bag,,,$2.69,Fixed,,$1.88,028400329491,,,No,Yes,No,,,Snacks - Chips,,,
HSPSTX33BWMDA,Frito Lay: Tostitos - Scoops Multigrain Chips 10 oz Bag,,,$5.99,Fixed,,$4.41,028400036337,,,No,Yes,No,,,Snacks - Chips,,,
25ZNPCN5RBF1P,Maverick: Red Box Regular Pk (CTD),,,$12.79,Fixed,,$11.09,09054634,129270,20,No,No,No,Cigarettes,,Tobacco - Cigarettes,Processing Charge,,
,,,,,,,,,,,,,,,,,Tobacco Tax,,
WNKCQYCVN1CYW,Wish Bone: Italian Salad Dressing 8 oz Bottle (CGD),,,$3.81,Fixed,,$2.24,041321006111,705087,3,No,Yes,No,,,Groceries - Condiments / Sauces / Spices,,,
Z0319A3XM9RMW,Good Humor: Minion Ice Cream Popsicle Bar (GPD),,,$3.69,Fixed,,$2.21,077567003508,105140124,8,No,Yes,No,,,Ice Cream Products,,,
BV3B075824F36,Van Leeuwen: Vegan Oat Milk Chocolate Ice Cream 14 oz Tub (RFD),,,$8.29,Fixed,,$4.98,850005872115,525602,,No,Yes,No,,,Dairy Free - Milk / Cheese / Ice Cream,,,
PAWNSGRS6PCBJ,Navy Hill: Full Tonic 8.45 oz / 4 pk Bottles (RFD),,,$8.79,Fixed,,$5.29,860276002432,860276002432,,No,Yes,No,,,Drinks - Soda,,,
GS9CEKRZDH37R,Tate's: Gluten Free Chocolate Chip Cookies 7 oz Bag (RFD),,,$6.99,Fixed,,$4.28,810291001088,784513,,No,Yes,No,,,Snacks - Organic / Vegan / Gluten Free,,,
57PHSQCP3SWT6,E-Z Wider: Cigarette Papers - 1 & 1/4 1 ct (CTD),,,$3.69,Fixed,,$2.43,074460100648,074460100648,19,No,No,No,,,Tobacco - OTP,Processing Charge,,
,,,,,,,,,,,,,,,,,Tobacco Tax,,
Z35A753833S0C,Frito Lay: Chester's - Butter Puffcorn 3.25 oz Bag,,,$3.09,Fixed,,$2.20,028400705738,11425600,,No,Yes,No,,,Snacks - Chips,,,
P5HEP56NPGA10,Frito Lay: Chester's - Flamin' Hot 3 5/8 oz Bag,,,$2.69,Fixed,,$1.88,028400331524,,,No,Yes,No,,,Snacks - Chips,,,
HA65VXD79H7KJ,Van Leeuwen: Vegan Oat Milk Brown Sugar Chunk Ice Cream 14 oz Tub (RFD),,,$8.29,Fixed,,$4.98,850005872320,850005872320,1,No,Yes,No,,,Dairy Free - Milk / Cheese / Ice Cream,,,
YN1ZDC82A0MDE,2SP: Delco Lager 12 oz / 6 pk Cans (OBD),,,$12.99,Fixed,,$8.25,858190006001,858190006001,4,No,No,No,Beer,,Alcohol - Beers,Processing Charge,,
,,,,,,,,,,,,,,,,,Alcohol Tax,,
A1FTS5A7DTHX2,Wish Bone: Ranch Salad Dressing 8 oz Bottle (CGD),,,$3.79,Fixed,,$2.24,041321005701,711606,2,No,Yes,No,,,Groceries - Condiments / Sauces / Spices,,,
T8WVG7ZEVR3K6,Ferrero: Kinde Joy Go Variety (CGD),,,$2.99,Fixed,,$1.68,,308965,6,No,Yes,No,,,Snacks - Candy,,,
HM36ZF74B43JW,Softsoap: Fresh Breeze Moisturizing Hand Soap 7.5 oz Bottle (DGD),,,$2.99,Fixed,,$1.33,074182270933,,,No,Yes,No,,,Hygiene Products,,,
8WH0GZET7EQ3E,Marlboro: Blue Menthol Box Regular Pk (CTD),,,$15.49,Fixed,,$13.46,02837628,02837628,5,No,No,No,Cigarettes,,Tobacco - Cigarettes,Processing Charge,,
,,,,,,,,,,,,,,,,,Tobacco Tax,,
RN2DSCQJZ66AC,Greenbrier: Surefresh Ziplock Gallon Bags (DGD),,,$3.49,Fixed,,$1.25,195464229682,195464229675,7,No,No,No,,,Household - General Products,Processing Charge,,
,,,,,,,,,,,,,,,,,Retail Tax,,
ARNWV5RZGBT2E,Pro Silk: Shampoo 14 oz Bottle (DGD),,,$3.19,Fixed,,$1.33,875010001145,875010002883,2,No,Yes,No,,,Hygiene Products,,,
SDT9HCM1T3SQG,Pro Silk: Conditioner 14 oz Bottle (DGD),,,$3.19,Fixed,,$1.33,875010001121,,,No,Yes,No,,,Hygiene Products,,,
MTCCACQE51SWM,Rise: Original Black Nitro Brew Coffee 7 oz Can (RFD),,,$3.59,Fixed,,$2.18,864421000359,453301,12,No,Yes,No,,,Drinks - Energy / Coffee / Tea / Dairy Free,,,
V6TRN4H79GGTY,Small Axe Peppers:  Serrano Hot Sauce 5 oz Bottle (RFD),,,$7.49,Fixed,,$4.38,861342000185,173204,6,No,Yes,No,,,Groceries - Condiments / Sauces / Spices,,,
JBS1XYSGP6P3G,American Spirits: Mellow Tan Regular Pk (CTD),,,$18.99,Fixed,,$16.31,047995856052,047995856052,,Yes,No,No,Cigarettes,,Tobacco - Cigarettes,Processing Charge,,
,,,,,,,,,,,,,,,,,Tobacco Tax,,
QRVRD80EKW1C6,Brew Dr: Pineapple Paradise Kombucha 14 oz Bottle (RFD),,,$3.89,Fixed,,$2.28,857161008921,497113,,No,Yes,No,,,Drinks - Energy / Coffee / Tea / Dairy Free,,,
86NBRXM6PFENR,Slim Jim: Original - Gaint Slim's 1 ct,,,$1.99,Fixed,,$1.11,026200117003,600429,,No,Yes,No,,,Meats & Poultry,,,
R5FMVGKH33S8G,Reggano: Parmesan & Romano Grated Cheese 8 oz (ALD),,,$5.99,Fixed,,$3.25,4099100086836,,2,No,Yes,No,,,Groceries - Condiments / Sauces / Spices,,,
6C10QHJ836QRJ,Greenbrier: Paper Napkins 150 ct Pk (DGD),,,$2.99,Fixed,,$1.25,639277929174,639277655509,1,No,Yes,No,,,Household - General Products,,,
K6WV8PB65R9HT,Jolly Rancher: Sour Lemonade Gummies 6.5 oz Bag (CGD),,,$3.49,Fixed,,$1.98,010700859129,312736,,Yes,Yes,No,,,Snacks - Candy,,,
Z9RTT2KGGD6EC,Greenbrier: Surefresh Ziplock Sandwich Bags (DGD),,,$2.99,Fixed,,$1.25,639277165718,,4,No,Yes,No,,,,,,
RV8TMN9NDG9PP,Greenbrier: Surefresh Zipper Sandwich Bag (DGD),,,$2.99,Fixed,,$1.33,195464229743,,,No,Yes,No,,,Household - General Products,,,
P8CEHCXQSRPVE,Hostess: Zingers with Vanilla Creamy Filling 3.81 oz pk (CGD),,,$2.69,Fixed,,$1.42,888109010119,642298,2,No,Yes,No,,,Snacks,,,
PV4JGTVBTQ7N2,Top: Cigarette 1.5 inch Rolling Paper Gum 1 pk (CTD),,,$3.29,Fixed,,$1.89,07717642,202770,5,No,No,No,,,Tobacco - OTP,Processing Charge,,
,,,,,,,,,,,,,,,,,Tobacco Tax,,
QJN68YCKZHP5R,Health-Ade: Mango Kombucha 16 oz Bottle (RFD),,,$4.49,Fixed,,$2.64,851861006072,436301,,No,Yes,No,,,Drinks - Energy / Coffee / Tea / Dairy Free,,,
GV74H9DKQ7TCC,Scripto: Lighter Flints 9 Cnt pk,,,$2.39,Fixed,,$0.79,070257511574,070257511574,3,No,Yes,No,,,Household - General Products,,,
KZYXWJHZQDXE6,Friskies: Chicken & Salmon Cat Food 5.5 oz Can (SGD),,,$1.49,Fixed,,$0.74,050000445691,050000425044,,No,Yes,No,,,Pet Products,,,
4SC3DBQZCQYCA,Barbasol: Original Shaving Cream 5oz (DGD),,,$3.69,Fixed,,$1.39,051009003059,,4,No,Yes,No,,,,,,
68QZJVED9EPWJ,Glad: Zipperlock Bags 22 ct Box,,,$3.29,Fixed,,$1.33,012587787434,012587788691,,No,Yes,No,,,Household - General Products,,,
NHJ90H8DN7JE2,Frito Lay: Doritos - Cool Ranch Chips 2 3/4 oz Bag,,,$2.69,Fixed,,$1.88,028400325042,,,No,Yes,No,,,,,,
JQAYGRAVJR1VE,Frito Lay: Doritos - Sweet Tangy BBQ Chips 2 3/4 oz Bag,,,$2.69,Fixed,,$1.88,028400697705,,4,No,Yes,No,,,Snacks - Chips,,,
CGN75R0TF1X0C,Frito Lay: Lay's - Classic Original Chips 2.625 oz Bag,,,$2.69,Fixed,,$1.88,028400323826,,4,No,Yes,No,,,Snacks - Chips,,,
71TRR6T46TYG8,Camel: Turkish Royal Classic King Box Regular PK (CTD),,,$16.59,Fixed,,$14.37,012300302883,116889,3,No,No,No,Cigarettes,,Tobacco - Cigarettes,Processing Charge,,
,,,,,,,,,,,,,,,,,Tobacco Tax,,
EDHQ7RNB0CWNM,Natty: Pineapple - Organic Hemp Wrap 1 pk / 4 cnt (CTD),,,$0.99,Fixed,,$0.61,850008118128,262352,1,No,No,No,,,Tobacco -  Cigars & Wraps,Processing Charge,,
,,,,,,,,,,,,,,,,,Tobacco Tax,,
9ZBX1C2E9G95M,Nora Snacks: Crispy Seaweed Spicy Flavor 1.13 oz pk (RFD),,,$3.69,Fixed,,$2.16,855258006584,113214,7,No,Yes,No,,,Snacks - Organic / Vegan / Gluten Free,,,
GGJ5H9BPKFEAT,Clear Eyes: Redness Reliever Eye Drops 0.2 oz Bottle (CGD),,,$4.49,Fixed,,$2.64,678112254187,453498,,No,No,No,,,Medicine / Vitamins,Processing Charge,,
,,,,,,,,,,,,,,,,,Retail Tax,,
4YQBXQ3JPDNNW,Glass Smoking Pipes (Various Sizes: Big - $19.99; Medium - $15.99; Small - $11.99) (KUD),,,,Variable,,$0.00,,,3,No,No,No,,,Quick Items,Processing Charge,,
,,,,,,,,,,,,,,,,,Retail Tax,,
6G8YBEN11QX7Y,Jack Link's: Peppered Beef Jerky 3.25 oz Pk (CGD),,,$9.59,Fixed,,$5.24,017082883926,647438,4,No,Yes,No,,,Meats & Poultry,,,
FPHRQZDXEQ794,Jarritos: Mandarin Flavor Soda 12.5 oz Bottle (WZD),,,$1.89,Fixed,,$1.10,090478410012,98101,,No,Yes,No,,,Drinks - Soda,,,
81SME9JNMAFYC,Powerade: Orange 28 oz Bottle (CCD),,,$2.69,Fixed,,$1.51,049000079364,156853,19,No,Yes,No,,,Drinks - Energy / Coffee / Tea / Dairy Free,,,
X4AQ9A4AR1KYR,Dawn: Cascade Dishwasher Detergent Tablets 2.56 oz Pack (DGD),,,$15.99,Fixed,,$10.99,037000625230,037000977223,,No,Yes,No,,,Household - Cleaning Supplies,,,
BCET8TZP2KZYJ,Natura : Cabernet Sauvignon 750 ml Bottle,,,$16.99,Fixed,,$9.99,082734620044,,11,No,Yes,No,,,,,,
W0Z6PWP2YRMF8,Olde Mother: Schitzengiggl 12 Oz/ 6 Pk Cans (BBD),,,$16.99,Fixed,,$10.71,741365446989,104878,,No,No,No,Beer,,Alcohol - Beers,Processing Charge,,
,,,,,,,,,,,,,,,,,Alcohol Tax,,
S4VFCBWE8D312,Olde Mother: El Matador Lager with Lime 12 oz / 6 pk Cans (BBD),,,$17.99,Fixed,,$11.43,741365446811,104877,,No,Yes,No,,,,,,
S7WMWS5H8VY5E,Bath Soap - Dove Original 2.6 oz Bar (DGD),,,$2.99,Fixed,,$1.33,011111610736,,7,No,No,No,,,Hygiene Products,Processing Charge,,
,,,,,,,,,,,,,,,,,Retail Tax,,
FE07GXZ7YRTRW,Tuscan Garden: Dil - Sliced Jalapeno Peppers 16 oz Bottle (ALD),,,$4.99,Fixed,,$2.55,4099100123302,,3,No,Yes,No,,,Groceries,,,
P6PRR4PBMRHB0,Red Shedman: Single - Shedless Horseman Pumpkin Ale 12 oz Can (RBD),,,$3.89,Fixed,,$2.25,642014222711,,,Yes,Yes,No,Beers - BYOP,,Alcohol - BYOP,,,
V2J1TTG9FAAFE,Idiom: Single - Crash The Party Oktoberfest 12 oz Can (OBD),,,$2.29,Fixed,,$1.28,850025600798,,6,No,No,No,Beers - BYOP,,Alcohol - BYOP,Processing Charge,,
,,,,,,,,,,,,,,,,,Alcohol Tax,,
7S7FCEWQVSWGG,True Respite: Single - Scrum & Hooker Nut Brown Ale 12 oz Can (TRD),,,$2.69,Fixed,,$1.55,850003392028,,1,No,No,No,Beers - BYOP,,Alcohol - BYOP,Processing Charge,,
,,,,,,,,,,,,,,,,,Alcohol Tax,,
2AJNK27NXEATE,Malibu: Single - Splash Watermelon 12 oz Can,,,$2.99,Fixed,,$1.75,089540535609,089540535609,,No,No,No,Beers - BYOP,,Alcohol - BYOP,Processing Charge,,
,,,,,,,,,,,,,,,,,Alcohol Tax,,
Q0VMMSZVCWF1A,Monster: Beast Unleashed - Peach Perfect 16 oz Can (WZD),,,$2.39,Fixed,,$1.44,810117130077,,,No,No,No,Beers - BYOP,,Alcohol - BYOP,Processing Charge,,
,,,,,,,,,,,,,,,,,Alcohol Tax,,
XSMXPA0528DJ0,Forward: Last Call - Citra Pale Ale 12 oz / 6 pk Cans (OBD),,,$15.49,Fixed,,$9.75,,,,No,No,No,Beer,,Alcohol - Beers,Processing Charge,,
,,,,,,,,,,,,,,,,,Alcohol Tax,,
PNYYB35R9JNM4,Crystal: Louisiana's Pure Hot Sauce 6 oz Bottle (CGD),,,$2.49,Fixed,,$1.49,048400000022,705160,,No,Yes,No,,,Groceries - Condiments / Sauces / Spices,,,
DV8S8ZCXCPM5W,Life Savers: Collisions Gummies 7 oz Bag (CGD),,,$3.69,Fixed,,$2.23,022000120304,022000120304,,Yes,Yes,No,,,Snacks - Candy,,,
7EWY9JJFH0JW8,Nabisco: Honey Maid Grahams 14.4 oz Box (CGD),,,$7.49,Fixed,,$4.56,044000004637,,,No,Yes,No,,,Snacks,,,
B4WT303HV185R,5-Hour Energy: Peach Mango - Extra Strenght 1.93 oz Bottle (CGD),,,$3.69,Fixed,,$1.91,719410750015,518175,6,No,Yes,No,,,Drinks - Energy / Coffee / Tea / Dairy Free,,,
AG1K0XTBJG7Y0,Fillo's: Cuban Black Beans 10 oz pk (RFD),,,$5.69,Fixed,,$3.45,869707000207,869707000207,6,No,Yes,No,,,Groceries - Organic / Vegan / Gluten Free,,,
2Y6739R8KNR6A,Ricola: Original Herb Cough Drops 9 ct pk,,,$1.79,Fixed,,$0.93,036602001015,036602001015,1,No,No,No,,,Medicine / Vitamins,Processing Charge,,
,,,,,,,,,,,,,,,,,Retail Tax,,
6H3G25PM3XJ6J,Calypso: Strawberry Lemonade 16 oz Bottle (SSD),,,$2.99,Fixed,,$1.62,079581184027,079581184027,14,No,Yes,No,,,Drinks - Juice,,,
NYKRF9JC4EY3P,Everfresh: Cranberry Apple Juice 16 oz Bottle (SSD),,,$2.89,Fixed,,$1.66,076737122421,076737122421,13,No,Yes,No,,,Drinks - Juice,,,
03SRABKHG3AZC,Newport: Non-Menthol Red Box 100 Pk (CTD),,,$15.79,Fixed,,$13.69,02665715,126730,16,No,No,No,Cigarettes,,Tobacco - Cigarettes,Processing Charge,,
,,,,,,,,,,,,,,,,,Tobacco Tax,,
KZGWNRPV0T82E,Pherm: Sparkle Pilsner 12 oz / 6 pk Cans (OBD),,,$15.29,Fixed,,$9.87,195893524129,195893524129,4,No,No,No,Beer,,Alcohol - Beers,Processing Charge,,
,,,,,,,,,,,,,,,,,Alcohol Tax,,
7P76NBS3R8YJ2,Boylan: Orange Soda 12 oz / 4 pk Bottles (SSD),,,$9.69,Fixed,,$5.84,760712060104,760712060104,3,No,Yes,No,,,Drinks - Soda,,,
EJ4YPHBQ666Z2,Clear Fruit: Kiwi Strawberry Water 20 oz Bottle (SSD),,,$2.49,Fixed,,$1.42,076737310361,076737310361,10,No,Yes,No,,,Drinks - Water,,,
XPY03Q4MAFJE0,Snyder's: Milk Chocolate Pretzel Dip 5 oz Bag (CGD),,,$4.99,Fixed,,$2.83,077975093085,641100,5,No,Yes,No,,,Snacks,,,
DXRH2ZNG5FZY8,Reign: Tropical Storm 16 oz Can (CCD),,,$3.49,Fixed,,$1.94,815154024822,412026,14,No,Yes,No,,,Drinks - Energy / Coffee / Tea / Dairy Free,,,
0FG6XHJSNBPD8,General Mills: Fruit Gushers - Super Sour Berry 4.25 oz Bag (CGD),,,$3.19,Fixed,,$1.67,016000137042,300160,11,No,Yes,No,,,Snacks - Candy,,,
FSKVPV75TDTZ2,Frito Lay: Lay's - Baked Original Chips 1.875 oz Bag,,,$2.69,Fixed,,$1.88,028400331548,11702400,11,No,Yes,No,,,Snacks - Chips,,,
V6ZH0CN9DRQCP,Frito Lay: Dips - Bean 9 oz Can,,,$4.19,Fixed,,$2.63,028400000888,06270300,7,No,Yes,No,,,Groceries - Condiments / Sauces / Spices,,,
8YBNWCBWC1EEY,Frito Lay: Dips - French Onion 8 1/2 oz Can,,,$4.19,Fixed,,$2.63,028400000260,06270200,3,No,Yes,No,,,Groceries - Condiments / Sauces / Spices,,,
TYHS160924CYR,Pringles: Cheddar Cheese Chips 5.57 oz Box (CGD),,,$3.99,Fixed,,$2.84,038000138577,742031,2,No,Yes,No,,,Snacks - Chips,,,
EFQVD4GJ75K02,Frito Lay: Fritos - Corn Chilli Cheese Chips 3.5 oz Bag,,,$2.69,Fixed,,$1.88,028400769150,,,No,Yes,No,,,Snacks - Chips,,,
D9FPJ8QTQR69J,Greenbrier: Party Pack Plates 9*9 in White 24 ct (DGD),,,$3.29,Fixed,,$1.25,195464233870,,1,No,No,No,,,Household - General Products,Processing Charge,,
,,,,,,,,,,,,,,,,,Retail Tax,,
MFQSR7J7AJX1J,Zyn: Spear Mint  6 mg 2 Disk (CTD),,,$11.99,Fixed,,$6.82,609249902023,,,No,No,No,,,Tobacco - OTP,Processing Charge,,
,,,,,,,,,,,,,,,,,Tobacco Tax,,
VK40KEHG6TM6M,Marlboro: Menthol Box Regular Pk (CTD),,,$15.49,Fixed,,$13.46,02836124,02836124,7,No,No,No,Cigarettes,,Tobacco - Cigarettes,Processing Charge,,
,,,,,,,,,,,,,,,,,Tobacco Tax,,
1TMK68APD6H32,Pherm: Divided Sky PA IPA 12 oz / 6 pk Cans (OBD),,,$15.49,Fixed,,$9.75,196852233793,196852233793,1,No,No,No,Beer,,Alcohol - Beers,Processing Charge,,
,,,,,,,,,,,,,,,,,Alcohol Tax,,
DXJ9WYMEWCT42,Bath Soap - Dove Sensitive2.6 oz Bar (DGD),,,$2.99,Fixed,,$1.33,011111010864,,10,No,No,No,,,Hygiene Products,Processing Charge,,
,,,,,,,,,,,,,,,,,Retail Tax,,
JSFPJ5Y64XWJE,E-Z Wider: Cigarette Papers - 1 & 1/2 24 ct (CTD),,,$3.69,Fixed,,$2.43,07446748,074460000078,15,No,No,No,,,Tobacco - OTP,Processing Charge,,
,,,,,,,,,,,,,,,,,Tobacco Tax,,
YJVFYQTA0X1G2,Nora Snacks: Tempura Seaweed Original Flavor 1.6 oz pk (RFD),,,$3.69,Fixed,,$2.16,855258006232,113202,14,No,Yes,No,,,Snacks - Organic / Vegan / Gluten Free,,,
83KG9GT8DZE2T,Mondelez: Sour Patch Kids - Sour n Sweet 8 oz Bag (CGD),,,$3.89,Fixed,,$2.31,070462035964,314906,,No,Yes,No,,,Snacks - Candy,,,
2ZWQ8G2WT9JEJ,Greenbrier: Trash Kitchen Drawstring 13 Gallon 7 ct Bags (DGD),,,$2.99,Fixed,,$1.33,195464389713,,-1,No,Yes,No,,,Household - Cleaning Supplies,,,
D509F7SMKVP86,Brew Dr: Lemon Grove Kombucha 14 oz Bottle (RFD),,,$3.89,Fixed,,$2.28,851107003049,497107,,No,Yes,No,,,Drinks - Energy / Coffee / Tea / Dairy Free,,,
3NPJA7DHXQ03G,Brew Dr: Blackberry Trails Kombucha 14 oz Bottle (RFD),,,$3.89,Fixed,,$2.28,857161008457,497108,,No,Yes,No,,,Drinks - Energy / Coffee / Tea / Dairy Free,,,
0BGSGRDKGY2R2,M8: Czech Style Pilsner 12 Oz/6pk Cans (OBD),,,$13.99,Fixed,,$8.50,197644984145,,,No,No,No,Beer,,Alcohol - Beers,Processing Charge,,
,,,,,,,,,,,,,,,,,Alcohol Tax,,
QE9F43E6V25KT,Member's Mark: Chunk Chicken Breast 12.5 oz Can (SGD),,,$4.49,Fixed,,$2.25,610764000316,078742196206,9,No,Yes,No,,,Groceries - Boxed / Canned,,,
3W3Z5QGAASWJ2,Copa di Vino: Chardonnay 187 ml Bottle (WZD),,,$3.99,Fixed,,$2.32,890128001207,86322,15,No,No,No,Wine,,Alcohol - Wines,Processing Charge,,
,,,,,,,,,,,,,,,,,Alcohol Tax,,
BYQNFZXNEJ8VW,Snickers: Almond Chocolate 1.76 oz Bar (CGD),,,$1.99,Fixed,,$1.19,04010508,302497,11,No,Yes,No,,,Snacks - Candy,,,
VM3FTZMDG1MZ2,Marlboro: Menthol Silver Box 100's Pk (CTD),,,$15.49,Fixed,,$13.46,02848527,114793,25,No,No,No,,,Tobacco - Cigarettes,Processing Charge,,
,,,,,,,,,,,,,,,,,Tobacco Tax,,
2EC33YJHNCTP2,Brew Dr: Iced Tea Lemonade Kombucha 14 oz Bottle (RFD),,,$3.89,Fixed,,$2.28,850044821174,497114,3,No,Yes,No,,,Drinks - Energy / Coffee / Tea / Dairy Free,,,
TDA1MMX7SWP84,Digital Scale AWS-600 (KUD),,,$24.99,Fixed,,$9.99,814859010918,,2,No,No,No,,,Quick Items,Processing Charge,,
,,,,,,,,,,,,,,,,,Retail Tax,,
CC8961HJY7ZTR,Digital Scale MS-600 (KUD),,,$14.49,Fixed,,$4.49,814859010918,,1,No,No,No,,,Quick Items,Processing Charge,,
,,,,,,,,,,,,,,,,,Retail Tax,,
3AJKEA4J3Y6VC,McCormick: Old Bay Seasoning 6 oz Box (ALD),,,$7.49,Fixed,,$4.43,070328005230,070328005230,8,No,Yes,No,,,Groceries - Condiments / Sauces / Spices,,,
0EFZ5W758KQDG,Neon: Lighter Fluid 4.5 oz Can (KUD),,,$3.49,Fixed,,$1.69,6945794740012,,9,No,Yes,No,,,Household - General Products,,,
RC6681YMXXD7P,American Spirit: Black Regular Pk (CTD),,,$16.69,Fixed,,$14.24,047995855079,101675,4,No,No,No,Cigarettes,,Tobacco - Cigarettes,Processing Charge,,
,,,,,,,,,,,,,,,,,Tobacco Tax,,
W4WQ1VE9T3HKW,Celsius: Strawberry Lemonade 12 oz Can (PCD),,,$2.99,Fixed,,$1.75,889392021455,889392021455,6,No,Yes,No,,,Drinks - Energy / Coffee / Tea / Dairy Free,,,
FRZYX2BYKSNMP,Raw: Natural Unrefined Rolling Papers 1.25 inch / 50 Cnt pk,,,$1.75,Fixed,,$0.98,716165177319,716165177319,4,No,No,No,,,Tobacco - OTP,Processing Charge,,
,,,,,,,,,,,,,,,,,Tobacco Tax,,
YBDAZ5JN48PBR,Mamba: Multi-Flavored Regular 2.8 oz 3-6 pk (CGD),,,$1.89,Fixed,,$1.00,072799055639,303156,14,No,Yes,No,,,Snacks - Candy,,,
49T5J46M9K33W,Frito Lay: Lay's - Baked  Chips 6 1/4 oz Bag,,,$4.99,Fixed,,$3.52,028400183833,028400183826,,No,Yes,No,,,Snacks - Chips,,,
RQF12YN6GTXDJ,Clorox: Disinfecting Wipes 2.1 oz pk (DGD),,,$2.99,Fixed,,$1.33,044600016658,,5,No,Yes,No,,,Hygiene Products,,,
QY567F0KF5GWW,Cheez-It: Pepper Jack - Grab n' Go 3 oz Bag (CGD),,,$2.19,Fixed,,$1.22,024100573820,636423,5,No,Yes,No,,,Snacks,,,
6404AQ0JP5HFJ,American Spirit: Ultra Light Orange Regular Pk (CTD),,,$16.69,Fixed,,$14.24,047995855239,047995855239,18,No,No,No,Cigarettes,,Tobacco - Cigarettes,Processing Charge,,
,,,,,,,,,,,,,,,,,Tobacco Tax,,
VDKKF0WT3T5RR,Frito Lay: Sun Chips - Harvest Cheddar Chips 7 oz Bag,,,$4.99,Fixed,,$3.67,028400147392,14739,2,No,Yes,No,,,,,,
ZERBW868AT4VC,Trolli: Cherry Lemon Gummy Pop 3 Oz(GPD),,,$2.69,Fixed,,$1.55,070640025534,108140160,14,No,Yes,No,,,Ice Cream Products,,,
ER37ZQ3ENE37J,Toigo Farms: Heirloom Vodka Pasta Sauce 26 oz Bottle (RFD),,,$10.99,Fixed,,$4.00,856969001011,790510,,No,Yes,No,,,Groceries - Condiments / Sauces / Spices,,,
8ZXX153PCPMRJ,Camel: Crush Menthol Silver Regular Pk (CTD),,,$15.19,Fixed,,$13.20,01239439,116970,10,No,No,No,Cigarettes,,Tobacco - Cigarettes,Processing Charge,,
,,,,,,,,,,,,,,,,,Tobacco Tax,,
AG02D2EJV9ERE,Boylan: Creme Soda 12 oz / 4 pk Bottles (SSD),,,$9.69,Fixed,,$5.84,760712080102,760712080102,9,No,Yes,No,,,Drinks - Soda,,,
TRC86KDDEEFJT,Boylan: Shirley Temple 6.8 oz / 4 pk Bottles (SSD),,,$8.99,Fixed,,$5.34,760712709041,760712709041,4,No,Yes,No,,,Drinks - Soda,,,
BJCY4NR5CAS5Y,Navy Hill: Soda/Tonic Mixer Original 8.45 oz / 4 pk Bottles (RFD),,,$8.79,Fixed,,$5.33,866423000337,866423000337,5,No,Yes,No,,,Drinks - Soda,,,
T13PVB7XZ2EVY,Navy Hill: Grapefruit Club Soda 27 oz / 4 pk Bottles (RFD),,,$8.79,Fixed,,$5.29,850055408012,722514,6,No,Yes,No,,,Drinks - Soda,,,
PME1MWT5XMS3A,Navy Hill: Blood Orange Sparkling Soda 8.45 oz / 4 pk Bottles (RFD),,,$8.79,Fixed,,$5.28,860006955144,860006955144,5,No,Yes,No,,,Drinks - Soda,,,
